Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
PITPNM2	ENST00000280562.5	phosphatidylinositol transfer protein, membrane-associated 2 	66	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0290	0.1742	0.5408	-0.09	-0.11	0.82	2007, 2009, 2011
RNF7	ENST00000273480.3	ring finger protein 7 	377	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0021	0.0151	0.0920	-0.09	-0.22	0.48	2011
NFATC2	ENST00000371564.3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 	105	1	1	0	0	1	0	0	1	0	hsa-miR-30e-5p	0.0145	0.1038	0.6292	-0.09	-0.09	< 0.1	NULL
WDPCP	ENST00000272321.7	WD repeat containing planar cell polarity effector 	92	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0130	0.0887	0.4330	-0.09	-0.12	0.11	NULL
HNRNPUL2	ENST00000301785.5	heterogeneous nuclear ribonucleoprotein U-like 2 	2321	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0173	0.0979	0.2881	-0.09	-0.29	0.90	2011
TADA2B	ENST00000310074.7	transcriptional adaptor 2B 	38	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0059	0.0426	0.2658	-0.09	-0.09	0.62	2009, 2011
IFNAR2	ENST00000404220.3	interferon (alpha, beta and omega) receptor 2 	470	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0224	0.1279	0.3629	-0.09	-0.19	0.75	2009, 2011
PIK3CD	ENST00000536656.1	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0123	0.0844	0.4053	-0.09	-0.09	0.25	2011
AGO4	ENST00000373210.3	argonaute RISC catalytic component 4 	96	1	0	0	1	0	0	0	0	1	hsa-miR-30e-5p	0.0111	0.0784	0.4497	-0.08	-0.13	0.78	2005, 2007
HECW1	ENST00000395891.2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 	11	1	0	1	0	2	1	1	0	0	hsa-miR-30b-5p	0.0113	0.0788	0.4218	-0.08	-0.20	0.71	2009, 2011
PTPN4	ENST00000263708.2	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) 	215	2	1	0	1	1	0	1	0	0	hsa-miR-30c-5p	0.0254	0.1693	0.8141	-0.08	-0.20	0.95	NULL
FSTL4	ENST00000265342.7	follistatin-like 4 	60	1	0	1	0	1	0	1	0	0	hsa-miR-30b-5p	0.0144	0.1021	0.5791	-0.08	-0.12	0.60	NULL
ITGB3	ENST00000559488.1	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61) 	176	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0155	0.1053	0.5017	-0.08	-0.08	0.95	2005, 2007, 2009, 2011
SLC36A1	ENST00000243389.3	solute carrier family 36 (proton/amino acid symporter), member 1 	236	2	2	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0614	0.3848	1.3951	-0.08	-0.08	0.92	2005, 2007, 2009, 2011
MARK1	ENST00000366918.4	MAP/microtubule affinity-regulating kinase 1 	192	1	1	0	0	0	0	0	0	0	hsa-miR-30c-5p	0.0156	0.0992	0.3878	-0.08	-0.18	0.69	2009, 2011
ELAVL3	ENST00000359227.3	ELAV like neuron-specific RNA binding protein 3 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0074	0.0529	0.3126	-0.08	-0.08	0.68	2005, 2007, 2009, 2011
CSGALNACT1	ENST00000454498.2	chondroitin sulfate N-acetylgalactosaminyltransferase 1 	77	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0111	0.0792	0.4730	-0.08	-0.08	< 0.1	NULL
RASGRP3	ENST00000402538.3	RAS guanyl releasing protein 3 (calcium and DAG-regulated) 	24	1	1	0	0	1	0	1	0	0	hsa-miR-30e-5p	0.0091	0.0641	0.3635	-0.08	-0.12	0.40	2011
AHNAK	ENST00000378024.4	AHNAK nucleoprotein 	682	1	0	1	0	0	0	0	0	0	hsa-miR-30c-5p	0.0090	0.0639	0.3634	-0.08	-0.08	0.56	2007, 2009, 2011
SEC14L2	ENST00000312932.9	SEC14-like 2 (S. cerevisiae) 	187	1	0	0	1	0	0	0	0	0	hsa-miR-30d-5p	0.0031	0.0220	0.1388	-0.08	-0.10	0.78	2009, 2011
BNIP3L	ENST00000380629.2	BCL2/adenovirus E1B 19kDa interacting protein 3-like 	191	2	1	0	1	1	0	1	0	1	hsa-miR-30e-5p	0.0037	0.0269	0.1718	-0.08	-0.69	0.95	2005, 2007, 2009, 2011
SIAH2	ENST00000312960.3	siah E3 ubiquitin protein ligase 2 	228	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0024	0.0175	0.1124	-0.08	-0.15	0.78	2005, 2007, 2011
SH3KBP1	ENST00000397821.3	SH3-domain kinase binding protein 1 	109	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0063	0.0443	0.2417	-0.08	-0.13	0.78	2011
PHF6	ENST00000332070.3	PHD finger protein 6 	630	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0111	0.0804	0.5177	-0.08	-0.08	0.51	2005, 2007
B3GALT5	ENST00000380620.4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 	5	1	1	0	0	2	0	1	1	0	hsa-miR-30a-5p	0.0265	0.1892	1.1308	-0.08	-0.08	< 0.1	NULL
SLC25A36	ENST00000446041.2	solute carrier family 25 (pyrimidine nucleotide carrier ), member 36 	264	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0198	0.1186	0.4364	-0.08	-0.24	0.68	2009, 2011
ENAH	ENST00000366844.3	enabled homolog (Drosophila) 	415	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0069	0.0495	0.3029	-0.08	-0.19	0.78	2009, 2011
TSPAN2	ENST00000369516.2	tetraspanin 2 	43	1	0	0	1	0	0	0	0	1	hsa-miR-30e-5p	0.0029	0.0212	0.1305	-0.08	-0.25	0.78	2005, 2007, 2009, 2011
EPHB2	ENST00000374632.3	EPH receptor B2 	297	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0151	0.1014	0.4537	-0.08	-0.08	0.85	2005, 2007, 2009, 2011
NID1	ENST00000366595.3	nidogen 1 	303	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0045	0.0328	0.2094	-0.08	-0.16	0.78	2007, 2009, 2011
EEF2K	ENST00000263026.5	eukaryotic elongation factor-2 kinase 	115	1	0	0	1	0	0	0	0	1	hsa-miR-30e-5p	0.0079	0.0568	0.3535	-0.08	-0.18	0.78	NULL
TBC1D2B	ENST00000409931.3	TBC1 domain family, member 2B 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0369	0.2206	0.6766	-0.08	-0.08	0.95	2009, 2011
B3GAT1	ENST00000392580.1	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) 	77	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0042	0.0301	0.1931	-0.08	-0.08	0.78	2009, 2011
WBP1L	ENST00000369889.4	WW domain binding protein 1-like 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0063	0.0445	0.2558	-0.08	-0.08	0.69	2009, 2011
SLC22A23	ENST00000436008.2	solute carrier family 22, member 23 	353	1	0	0	1	2	0	2	0	0	hsa-miR-30b-5p	0.0077	0.0558	0.3484	-0.08	-0.10	0.78	2009, 2011
KRAS	ENST00000256078.4	Kirsten rat sarcoma viral oncogene homolog 	40	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0062	0.0440	0.2638	-0.08	-0.23	0.71	2005, 2007, 2009, 2011
C10orf76	ENST00000370033.4	chromosome 10 open reading frame 76 	273	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0442	0.2361	0.5821	-0.08	-0.11	0.92	2005, 2007, 2009, 2011
INTS2	ENST00000444766.3	integrator complex subunit 2 	109	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0094	0.0660	0.3686	-0.08	-0.08	0.14	2009, 2011
YY1	ENST00000262238.4	YY1 transcription factor 	1803	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0060	0.0420	0.2312	-0.08	-0.13	0.78	NULL
ESRRG	ENST00000361525.3	estrogen-related receptor gamma 	5	1	0	1	0	0	0	0	0	1	hsa-miR-30a-5p	0.0083	0.0588	0.3464	-0.08	-0.08	0.69	2005, 2007, 2009, 2011
PSME3	ENST00000541124.1	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki) 	3605	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0020	0.0144	0.0837	-0.08	-0.24	0.63	2005, 2007, 2009, 2011
A1CF	ENST00000374001.2	APOBEC1 complementation factor 	80	1	1	0	0	2	1	1	0	1	hsa-miR-30e-5p	0.0142	0.0935	0.4256	-0.08	-0.30	0.92	2011
NUCKS1	ENST00000367142.4	nuclear casein kinase and cyclin-dependent kinase substrate 1 	1692	1	0	1	0	1	1	0	0	3	hsa-miR-30b-5p	0.0063	0.0450	0.2787	-0.08	-0.49	0.66	2011
GAREM	ENST00000399218.4	GRB2 associated, regulator of MAPK1 	536	1	1	0	0	0	0	0	0	1	hsa-miR-30a-5p	0.0193	0.1308	0.6416	-0.08	-0.11	0.47	2011
ATP2A2	ENST00000395494.2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 	2042	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0189	0.1281	0.6057	-0.08	-0.08	0.78	2005, 2007, 2011
AP5M1	ENST00000261558.3	adaptor-related protein complex 5, mu 1 subunit 	198	1	1	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0134	0.0815	0.3186	-0.08	-0.37	0.91	NULL
ADRA2B	ENST00000409345.3	adrenoceptor alpha 2B 	7	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0060	0.0430	0.2494	-0.07	-0.07	0.62	2011
FNDC3B	ENST00000336824.4	fibronectin type III domain containing 3B 	509	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0069	0.0501	0.3155	-0.07	-0.14	0.78	2005, 2007, 2009, 2011
PLXNA2	ENST00000367033.3	plexin A2 	8	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0269	0.1780	0.7878	-0.07	-0.07	0.95	2007, 2009, 2011
PIK3R2	ENST00000222254.8	phosphoinositide-3-kinase, regulatory subunit 2 (beta) 	1484	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0281	0.1761	0.6122	-0.07	-0.07	0.94	2005, 2007, 2009, 2011
PTPN21	ENST00000328736.3	protein tyrosine phosphatase, non-receptor type 21 	104	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0051	0.0375	0.2625	-0.07	-0.07	< 0.1	2005, 2007, 2009, 2011
KIF3A	ENST00000378746.4	kinesin family member 3A 	33	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0055	0.0392	0.2398	-0.07	-0.10	0.78	2007, 2009, 2011
GALNT2	ENST00000366672.4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2) 	2834	1	1	0	0	1	0	1	0	1	hsa-miR-30b-5p	0.0196	0.1321	0.6111	-0.07	-0.10	0.57	2005, 2007, 2009, 2011
USP44	ENST00000552440.1	ubiquitin specific peptidase 44 	29	1	0	1	0	0	0	0	0	1	hsa-miR-30e-5p	0.0078	0.0568	0.3796	-0.07	-0.09	0.58	2005, 2007, 2011
CELF1	ENST00000395290.2	CUGBP, Elav-like family member 1 	153	2	1	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0169	0.1172	0.6061	-0.07	-0.09	0.86	2011
TNXB	ENST00000375244.3	tenascin XB 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0135	0.0917	0.4273	-0.07	-0.07	0.73	2011
CRKL	ENST00000354336.3	v-crk avian sarcoma virus CT10 oncogene homolog-like 	2142	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0301	0.1885	0.6754	-0.07	-0.07	0.95	2005, 2007, 2009, 2011
TRIM33	ENST00000358465.2	tripartite motif containing 33 	201	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0073	0.0511	0.2764	-0.07	-0.12	0.78	2007
PEAK1	ENST00000312493.4	pseudopodium-enriched atypical kinase 1 	209	1	0	1	0	0	0	0	0	1	hsa-miR-30b-5p	0.0138	0.0978	0.5638	-0.07	-0.08	0.69	2009, 2011
PDS5B	ENST00000315596.10	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) 	1493	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0106	0.0751	0.4324	-0.07	-0.07	0.40	NULL
SLC9A4	ENST00000295269.4	solute carrier family 9, subfamily A (NHE4, cation proton antiporter 4), member 4 	5	1	1	0	0	0	0	0	0	2	hsa-miR-30b-5p	0.0125	0.0888	0.5161	-0.07	-0.07	0.10	2009, 2011
TSPYL4	ENST00000420283.1	TSPY-like 4 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0119	0.0837	0.4616	-0.07	-0.07	< 0.1	2011
VWDE	ENST00000275358.3	von Willebrand factor D and EGF domains 	9	1	0	0	1	0	0	0	0	1	hsa-miR-30b-5p	0.0093	0.0640	0.3319	-0.07	-0.17	0.78	NULL
SEC62	ENST00000337002.4	SEC62 homolog (S. cerevisiae) 	746	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0074	0.0534	0.3355	-0.07	-0.12	0.55	2011
GBP2	ENST00000370466.3	guanylate binding protein 2, interferon-inducible 	1309	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0210	0.1390	0.6088	-0.07	-0.08	0.68	NULL
KCNJ15	ENST00000328656.4	potassium inwardly-rectifying channel, subfamily J, member 15 	5	1	1	0	0	0	0	0	0	1	hsa-miR-30e-5p	0.0130	0.0927	0.5610	-0.07	-0.07	0.63	NULL
COPS7B	ENST00000373608.3	COP9 signalosome subunit 7B 	331	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0063	0.0451	0.2625	-0.07	-0.07	0.71	2005, 2007, 2009, 2011
TRAM2	ENST00000182527.3	translocation associated membrane protein 2 	2774	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0090	0.0643	0.3742	-0.07	-0.07	0.60	2009, 2011
TNKS	ENST00000310430.6	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 	943	1	1	0	0	1	0	1	0	1	hsa-miR-30a-5p	0.0244	0.1674	0.8624	-0.07	-0.07	0.94	2009, 2011
TRAF3	ENST00000560371.1	TNF receptor-associated factor 3 	833	1	0	1	0	1	0	1	0	0	hsa-miR-30e-5p	0.0125	0.0863	0.4413	-0.07	-0.09	0.70	2011
PROSER1	ENST00000352251.3	proline and serine rich 1 	145	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0096	0.0609	0.2210	-0.07	-0.19	0.58	2005, 2007, 2009, 2011
ELMSAN1	ENST00000394071.2	ELM2 and Myb/SANT-like domain containing 1 	15	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0095	0.0678	0.3949	-0.07	-0.07	0.78	2009, 2011
GOLGA6D	ENST00000434739.3	golgin A6 family, member D 	0	1	1	0	0	0	0	0	0	1	hsa-miR-30e-5p	0.0123	0.0866	0.4776	-0.07	-0.07	< 0.1	NULL
IGF2R	ENST00000356956.1	insulin-like growth factor 2 receptor 	46	1	1	0	0	1	0	0	1	1	hsa-miR-30a-5p	0.0460	0.2812	1.0072	-0.07	-0.08	0.91	2005, 2007, 2009, 2011
TNRC6B	ENST00000335727.9	trinucleotide repeat containing 6B 	69	2	2	0	0	1	0	0	1	1	hsa-miR-30b-5p	0.0344	0.2327	1.1177	-0.07	-0.09	0.96	2007, 2009, 2011
TBL1XR1	ENST00000430069.1	transducin (beta)-like 1 X-linked receptor 1 	334	2	2	0	0	0	0	0	0	1	hsa-miR-30e-5p	0.0074	0.0498	0.2462	-0.07	-0.38	0.46	NULL
DAG1	ENST00000515359.2	dystroglycan 1 (dystrophin-associated glycoprotein 1) 	241	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0052	0.0369	0.2152	-0.07	-0.08	0.65	2005, 2007
PRRT2	ENST00000300797.6	proline-rich transmembrane protein 2 	33	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0202	0.1350	0.5951	-0.07	-0.07	0.83	2007, 2009, 2011
ZNF704	ENST00000327835.3	zinc finger protein 704 	124	1	1	0	0	0	0	0	0	1	hsa-miR-30e-5p	0.0138	0.0839	0.3408	-0.07	-0.28	0.93	2011
FAM168B	ENST00000409185.1	family with sequence similarity 168, member B 	122	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0063	0.0448	0.2652	-0.07	-0.17	0.66	2011
FYCO1	ENST00000296137.2	FYVE and coiled-coil domain containing 1 	91	1	0	1	0	1	1	0	0	0	hsa-miR-30b-5p	0.0161	0.1135	0.6253	-0.07	-0.07	0.53	2005, 2007, 2011
SSH1	ENST00000360239.3	slingshot protein phosphatase 1 	115	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0098	0.0669	0.3339	-0.07	-0.14	0.78	2011
CSNK1G1	ENST00000303052.7	casein kinase 1, gamma 1 	149	1	1	0	0	0	0	0	0	1	hsa-miR-30a-5p	0.0581	0.3276	0.9742	-0.07	-0.07	0.81	2005, 2007, 2009, 2011
SLC30A10	ENST00000366926.3	solute carrier family 30, member 10 	66	1	1	0	0	2*	0	1	0	0	hsa-miR-30c-5p	0.0066	0.0438	0.1989	-0.07	-0.31	0.73	NULL
TNPO3	ENST00000393245.1	transportin 3 	30	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0178	0.1121	0.4153	-0.07	-0.12	0.79	2011
NAA25	ENST00000261745.4	N(alpha)-acetyltransferase 25, NatB auxiliary subunit 	919	1	1	0	0	1	0	1	0	0	hsa-miR-30a-5p	0.0130	0.0867	0.4221	-0.07	-0.20	0.93	2007, 2009, 2011
PYGO1	ENST00000302000.6	pygopus homolog 1 (Drosophila) 	104	1	1	0	0	2	0	2	0	1	hsa-miR-30b-5p	0.0162	0.1103	0.5698	-0.07	-0.22	0.76	NULL
NCS1	ENST00000372398.3	neuronal calcium sensor 1 	1083	1	0	0	1	0	0	0	0	0	hsa-miR-30d-5p	0.0047	0.0332	0.1933	-0.06	-0.08	0.78	2005, 2007, 2009, 2011
ATXN1	ENST00000244769.4	ataxin 1 	106	2	1	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0223	0.1557	0.8565	-0.06	-0.09	0.83	2005, 2007, 2009, 2011
RALGPS1	ENST00000259351.5	Ral GEF with PH domain and SH3 binding motif 1 	34	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0074	0.0529	0.3293	-0.06	-0.27	0.71	2005, 2007, 2009, 2011
TECPR1	ENST00000447648.2	tectonin beta-propeller repeat containing 1 	493	1	1	0	0	1	0	1	0	0	hsa-miR-30a-5p	0.0251	0.1647	0.6905	-0.06	-0.06	0.57	NULL
IGF1R	ENST00000268035.6	insulin-like growth factor 1 receptor 	561	1	0	0	1	1	0	1	0	0	hsa-miR-30a-5p	0.0098	0.0709	0.4450	-0.06	-0.09	0.78	2007, 2009, 2011
USP47	ENST00000339865.5	ubiquitin specific peptidase 47 	665	1	1	0	0	0	0	0	0	1	hsa-miR-30a-5p	0.0172	0.1063	0.3655	-0.06	-0.14	0.95	2007, 2009, 2011
LPHN3	ENST00000512091.2	latrophilin 3 	93	2	1	1	0	4	1	1	2	0	hsa-miR-30a-5p	0.0202	0.1424	0.7904	-0.06	-0.25	0.21	2005, 2007, 2009, 2011
KIAA0355	ENST00000299505.6	KIAA0355 	538	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0134	0.0878	0.3562	-0.06	-0.10	0.95	2005, 2007, 2009, 2011
STX6	ENST00000258301.5	syntaxin 6 	348	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0077	0.0539	0.2953	-0.06	-0.12	0.30	2009, 2011
CD302	ENST00000259053.4	CD302 molecule 	860	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0068	0.0490	0.3079	-0.06	-0.10	0.44	NULL
ATAD5	ENST00000321990.4	ATPase family, AAA domain containing 5 	66	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0054	0.0389	0.2360	-0.06	-0.10	< 0.1	NULL
NOTCH1	ENST00000277541.6	notch 1 	88	1	0	0	1	0	0	0	0	0	hsa-miR-30c-5p	0.0114	0.0715	0.2800	-0.06	-0.22	0.78	2005, 2007, 2009, 2011
KLF8	ENST00000468660.1	Kruppel-like factor 8 	8	1	0	0	1	2	2	0	0	1	hsa-miR-30a-5p	0.0078	0.0552	0.3222	-0.06	-0.20	0.78	NULL
IDE	ENST00000265986.6	insulin-degrading enzyme 	446	1	1	0	0	0	0	0	0	1	hsa-miR-30a-5p	0.0187	0.1229	0.5295	-0.06	-0.08	0.95	2011
EDC3	ENST00000315127.4	enhancer of mRNA decapping 3 	328	2	1	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0070	0.0485	0.2532	-0.06	-0.19	0.98	2007, 2009, 2011
CD2AP	ENST00000359314.5	CD2-associated protein 	145	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0126	0.0777	0.3003	-0.06	-0.24	0.88	2009, 2011
SFMBT1	ENST00000394752.3	Scm-like with four mbt domains 1 	116	1	0	1	0	1	0	1	0	0	hsa-miR-30b-5p	0.0054	0.0371	0.1753	-0.06	-0.27	0.59	NULL
PKNOX2	ENST00000298282.9	PBX/knotted 1 homeobox 2 	46	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0154	0.1038	0.4613	-0.06	-0.06	0.15	2009, 2011
H6PD	ENST00000377403.2	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) 	467	1	1	0	0	1	1	0	0	0	hsa-miR-30a-5p	0.0279	0.1851	0.8093	-0.06	-0.06	< 0.1	2011
NACC2	ENST00000371753.1	NACC family member 2, BEN and BTB (POZ) domain containing 	172	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0277	0.1642	0.4989	-0.06	-0.09	0.94	2011
MAST3	ENST00000262811.6	microtubule associated serine/threonine kinase 3 	46	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0123	0.0826	0.3791	-0.06	-0.09	0.93	2009, 2011
CTH	ENST00000411986.2	cystathionase (cystathionine gamma-lyase) 	430	1	0	0	1	0	0	0	0	1	hsa-miR-30e-5p	0.0046	0.0329	0.1996	-0.06	-0.28	0.78	NULL
WNT7B	ENST00000339464.4	wingless-type MMTV integration site family, member 7B 	40	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0045	0.0321	0.1968	-0.06	-0.06	0.78	2011
CNTN2	ENST00000331830.4	contactin 2 (axonal) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0138	0.0943	0.4445	-0.06	-0.06	0.63	2011
C11orf84	ENST00000294244.4	chromosome 11 open reading frame 84 	232	1	1	0	0	1	1	0	0	0	hsa-miR-30b-5p	0.0092	0.0594	0.2479	-0.06	-0.24	0.83	NULL
FNIP2	ENST00000264433.6	folliculin interacting protein 2 	266	2	1	0	1	0	0	0	0	3	hsa-miR-30b-5p	0.0234	0.1595	0.8196	-0.06	-0.09	0.86	2009, 2011
RALGPS2	ENST00000367635.3	Ral GEF with PH domain and SH3 binding motif 2 	201	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0165	0.1184	0.7296	-0.06	-0.06	< 0.1	2011
KMT2A	ENST00000534358.1	lysine (K)-specific methyltransferase 2A 	1092	1	1	0	0	1	0	1	0	1	hsa-miR-30b-5p	0.0425	0.2727	1.1213	-0.06	-0.06	0.78	2005, 2007, 2009, 2011
FUBP3	ENST00000319725.9	far upstream element (FUSE) binding protein 3 	121	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0050	0.0355	0.1986	-0.06	-0.15	0.65	2007
AGO1	ENST00000373204.4	argonaute RISC catalytic component 1 	402	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0333	0.2096	0.7990	-0.06	-0.06	0.95	2005, 2007, 2009, 2011
MLXIP	ENST00000319080.7	MLX interacting protein 	69	2	2	0	0	1	0	0	1	0	hsa-miR-30a-5p	0.0278	0.1827	0.7518	-0.06	-0.13	0.99	2007, 2009, 2011
POLR3E	ENST00000299853.5	polymerase (RNA) III (DNA directed) polypeptide E (80kD) 	1450	2	2	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0051	0.0328	0.1231	-0.06	-0.63	> 0.99	NULL
DACT1	ENST00000395153.3	dishevelled-binding antagonist of beta-catenin 1 	248	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0017	0.0126	0.0796	-0.06	-0.14	0.14	2009, 2011
DMD	ENST00000378677.2	dystrophin 	211	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0068	0.0490	0.3045	-0.06	-0.17	0.78	2011
RASGRF2	ENST00000265080.4	Ras protein-specific guanine nucleotide-releasing factor 2 	140	1	0	1	0	1	1	0	0	0	hsa-miR-30e-5p	0.0177	0.1219	0.6305	-0.06	-0.07	0.63	NULL
MMP19	ENST00000409200.3	matrix metallopeptidase 19 	135	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0035	0.0254	0.1661	-0.06	-0.06	< 0.1	NULL
TMEM41A	ENST00000296254.3	transmembrane protein 41A 	382	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0023	0.0166	0.1000	-0.06	-0.25	0.78	NULL
MSI2	ENST00000284073.2	musashi RNA-binding protein 2 	283	1	1	0	0	0	0	0	0	1	hsa-miR-30e-5p	0.0082	0.0514	0.2071	-0.06	-0.37	0.82	2009
CEP350	ENST00000367607.3	centrosomal protein 350kDa 	705	1	1	0	0	0	0	0	0	2	hsa-miR-30b-5p	0.0257	0.1715	0.8047	-0.05	-0.06	0.75	2007, 2009, 2011
MTF2	ENST00000370298.4	metal response element binding transcription factor 2 	653	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0034	0.0247	0.1574	-0.05	-0.15	0.57	NULL
FAM126A	ENST00000409923.1	family with sequence similarity 126, member A 	241	1	0	0	1	1	1	0	0	0	hsa-miR-30b-5p	0.0070	0.0490	0.2751	-0.05	-0.23	0.78	2011
TMEM135	ENST00000340353.7	transmembrane protein 135 	963	1	0	1	0	1	1	0	0	0	hsa-miR-30b-5p	0.0059	0.0430	0.2878	-0.05	-0.24	0.68	2011
RASD1	ENST00000579152.1	RAS, dexamethasone-induced 1 	6	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0047	0.0290	0.0967	-0.05	-0.43	0.91	2005, 2007, 2009, 2011
NSUN3	ENST00000314622.4	NOP2/Sun domain family, member 3 	220	2	1	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0048	0.0316	0.1440	-0.05	-0.55	0.96	NULL
