Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
MTF2	ENST00000370298.4	metal response element binding transcription factor 2 	653	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0179	0.1181	0.4938	-0.19	-0.25	0.57	2009, 2011
FBXO45	ENST00000311630.6	F-box protein 45 	72	1	0	0	1	0	0	0	0	2	hsa-miR-22-3p	0.0246	0.1671	0.8090	-0.18	-0.18	0.54	2009, 2011
CAMK1G	ENST00000009105.1	calcium/calmodulin-dependent protein kinase IG 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0255	0.1774	0.9441	-0.18	-0.18	0.42	NULL
KLF7	ENST00000423015.1	Kruppel-like factor 7 (ubiquitous) 	737	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0372	0.2243	0.7176	-0.18	-0.34	0.58	NULL
GFRA1	ENST00000439649.3	GDNF family receptor alpha 1 	69	2	0	2	0	0	0	0	0	3	hsa-miR-22-3p	0.0543	0.2828	0.7297	-0.18	-0.32	0.75	2011
NTNG1	ENST00000370067.1	netrin G1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0333	0.2132	0.8573	-0.18	-0.18	0.42	NULL
GPBP1	ENST00000424459.3	GC-rich promoter binding protein 1 	732	1	0	1	0	2	0	2	0	0	hsa-miR-22-3p	0.0474	0.2173	0.4438	-0.18	-0.87	0.92	2011
PRR14L	ENST00000434485.1	proline rich 14-like 	39	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0706	0.4581	1.9044	-0.18	-0.18	< 0.1	NULL
AIFM1	ENST00000535724.1	apoptosis-inducing factor, mitochondrion-associated, 1 	2582	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0277	0.1740	0.6090	-0.18	-0.18	< 0.1	NULL
SOSTDC1	ENST00000307068.4	sclerostin domain containing 1 	5	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0088	0.0622	0.3557	-0.18	-0.18	0.47	NULL
DGKI	ENST00000453654.2	diacylglycerol kinase, iota 	16	1	0	1	0	1	1	0	0	2	hsa-miR-22-3p	0.0540	0.3609	1.6777	-0.18	-0.20	0.62	2005, 2007, 2009, 2011
SNX18	ENST00000343017.6	sorting nexin 18 	174	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0382	0.2558	1.1468	-0.18	-0.18	0.54	2009, 2011
ST8SIA4	ENST00000231461.5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0533	0.3008	0.8579	-0.18	-0.18	0.45	NULL
ZFYVE9	ENST00000371591.1	zinc finger, FYVE domain containing 9 	32	2	0	1	1	1	0	1	0	2	hsa-miR-22-3p	0.0323	0.2060	0.8138	-0.18	-0.55	0.94	2005, 2007, 2009, 2011
CTDSPL2	ENST00000260327.4	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 	457	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0540	0.3322	1.1806	-0.18	-0.18	0.53	2007
PTPN1	ENST00000371621.3	protein tyrosine phosphatase, non-receptor type 1 	142	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0450	0.2500	0.7505	-0.18	-0.28	0.49	2005, 2007, 2011
TUBB6	ENST00000591208.1	tubulin, beta 6 class V 	5820	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0162	0.1147	0.6599	-0.18	-0.18	< 0.1	NULL
FOSL2	ENST00000379619.1	FOS-like antigen 2 	2255	2	0	2	0	2	0	2	0	3	hsa-miR-22-3p	0.0643	0.4043	1.6018	-0.18	-0.27	0.86	NULL
FBXL13	ENST00000393772.2	F-box and leucine-rich repeat protein 13 	31	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0659	0.3243	0.8616	-0.17	-0.66	0.63	NULL
HDAC4	ENST00000345617.3	histone deacetylase 4 	48	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0805	0.3851	1.0357	-0.17	-0.25	0.73	2005, 2007, 2009, 2011
MYO9A	ENST00000564571.1	myosin IXA 	137	1	1	0	0	1	0	1	0	1	hsa-miR-22-3p	0.1435	0.6103	1.6356	-0.17	-0.22	0.32	NULL
VEZF1	ENST00000584396.1	vascular endothelial zinc finger 1 	209	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0397	0.2299	0.8299	-0.17	-0.42	0.42	2007, 2009, 2011
VPS13B	ENST00000395996.1	vacuolar protein sorting 13 homolog B (yeast) 	262	2	0	2	0	2	0	1	1	3	hsa-miR-22-3p	0.1163	0.7300	3.0454	-0.17	-0.17	< 0.1	NULL
CDH5	ENST00000341529.3	cadherin 5, type 2 (vascular endothelium) 	8	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0678	0.3572	0.9011	-0.17	-0.17	0.42	2011
USP47	ENST00000339865.5	ubiquitin specific peptidase 47 	665	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0587	0.3322	1.0132	-0.17	-0.20	0.65	2011
OLA1	ENST00000284719.3	Obg-like ATPase 1 	11	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0173	0.1130	0.4538	-0.17	-0.20	0.61	2007, 2009, 2011
UNC5D	ENST00000287272.2	unc-5 homolog D (C. elegans) 	37	1	0	0	1	1	1	0	0	0	hsa-miR-22-3p	0.0785	0.4311	1.3129	-0.17	-0.20	0.48	NULL
CECR2	ENST00000400573.5	cat eye syndrome chromosome region, candidate 2 	46	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0401	0.2685	1.2862	-0.16	-0.16	0.49	2011
SEC23B	ENST00000336714.3	Sec23 homolog B (S. cerevisiae) 	1829	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0390	0.1769	0.3391	-0.16	-0.45	0.45	2009, 2011
PHF12	ENST00000577226.1	PHD finger protein 12 	307	1	1	0	0	1	0	0	1	2	hsa-miR-22-3p	0.0554	0.3552	1.4973	-0.16	-0.16	< 0.1	NULL
THPO	ENST00000421442.2	thrombopoietin 	208	1	0	0	1	1	0	1	0	1	hsa-miR-22-3p	0.0153	0.1070	0.5803	-0.16	-0.40	0.43	2005, 2007, 2011
JARID2	ENST00000341776.2	jumonji, AT rich interactive domain 2 	199	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0883	0.4479	1.1938	-0.16	-0.16	0.60	2009, 2011
KIAA0355	ENST00000299505.6	KIAA0355 	538	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0381	0.2451	1.0318	-0.16	-0.16	0.47	2005, 2007, 2011
LSG1	ENST00000265245.5	large 60S subunit nuclear export GTPase 1 	47	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0487	0.3131	1.2740	-0.16	-0.24	0.52	NULL
TNRC6B	ENST00000335727.9	trinucleotide repeat containing 6B 	69	1	0	1	0	1	0	0	1	3	hsa-miR-22-3p	0.1206	0.5878	1.8993	-0.16	-0.22	0.60	2007, 2009, 2011
ZBTB16	ENST00000335953.4	zinc finger and BTB domain containing 16 	73	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0708	0.4466	1.7220	-0.16	-0.17	0.50	NULL
HNRNPUL2	ENST00000301785.5	heterogeneous nuclear ribonucleoprotein U-like 2 	2321	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0526	0.2737	0.7045	-0.16	-0.35	0.70	2011
ACVRL1	ENST00000550683.1	activin A receptor type II-like 1 	68	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0280	0.1911	0.9306	-0.16	-0.16	0.58	2011
MANEAL	ENST00000397631.3	mannosidase, endo-alpha-like 	381	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0107	0.0751	0.4012	-0.16	-0.16	0.46	NULL
FBN2	ENST00000262464.4	fibrillin 2 	167	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0888	0.5154	1.9207	-0.16	-0.17	0.56	2005, 2007, 2009, 2011
KIAA0226	ENST00000273582.5	KIAA0226 	89	1	0	1	0	2	0	1	1	1	hsa-miR-22-3p	0.0630	0.4163	1.8162	-0.16	-0.21	0.44	2011
MCAT	ENST00000327555.5	malonyl CoA:ACP acyltransferase (mitochondrial) 	133	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0175	0.1204	0.6085	-0.16	-0.19	< 0.1	NULL
KCNE1	ENST00000399289.3	potassium voltage-gated channel, Isk-related family, member 1 	5	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0162	0.1148	0.6577	-0.15	-0.15	0.41	NULL
ARHGAP26	ENST00000378004.3	Rho GTPase activating protein 26 	131	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0484	0.3097	1.2745	-0.15	-0.16	0.42	NULL
PRCP	ENST00000313010.3	prolylcarboxypeptidase (angiotensinase C) 	148	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0496	0.2515	0.7953	-0.15	-0.44	0.46	NULL
MEX3A	ENST00000532414.2	mex-3 RNA binding family member A 	912	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0242	0.1633	0.7790	-0.15	-0.19	0.50	2009, 2011
TET2	ENST00000545826.1	tet methylcytosine dioxygenase 2 	558	1	0	1	0	0	0	0	0	3	hsa-miR-22-3p	0.0872	0.5448	2.2324	-0.15	-0.15	0.63	2007, 2009, 2011
SFMBT2	ENST00000361972.4	Scm-like with four mbt domains 2 	107	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0465	0.3056	1.3036	-0.15	-0.15	0.46	2009, 2011
HAUS5	ENST00000379045.2	HAUS augmin-like complex, subunit 5 	133	1	0	1	0	1	0	1	0	3	hsa-miR-22-3p	0.0429	0.2966	1.5240	-0.15	-0.31	< 0.1	NULL
AC012215.1	ENST00000437887.1	Uncharacterized protein  	31	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0153	0.1032	0.4595	-0.15	-0.15	0.48	NULL
CABP7	ENST00000216144.3	calcium binding protein 7 	12	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0408	0.2673	1.1085	-0.15	-0.15	< 0.1	2007
FASLG	ENST00000340030.3	Fas ligand (TNF superfamily, member 6) 	5	1	0	0	1	1	0	0	1	0	hsa-miR-22-3p	0.0117	0.0841	0.5192	-0.15	-0.15	< 0.1	NULL
ITGB8	ENST00000222573.4	integrin, beta 8 	17	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0513	0.3161	1.2739	-0.15	-0.22	0.62	2007, 2009, 2011
PRDM16	ENST00000511072.1	PR domain containing 16 	64	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.1040	0.4297	1.3288	-0.15	-0.36	0.84	2009, 2011
CREB1	ENST00000432329.2	cAMP responsive element binding protein 1 	295	1	1	0	0	0	0	0	0	2	hsa-miR-22-3p	0.0706	0.2744	0.6647	-0.15	-0.49	0.90	2011
KHDRBS2	ENST00000281156.4	KH domain containing, RNA binding, signal transduction associated 2 	5	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0068	0.0485	0.2886	-0.15	-0.15	0.44	2005, 2007
ZFP36L2	ENST00000282388.3	ZFP36 ring finger protein-like 2 	317	2	0	1	1	0	0	0	0	1	hsa-miR-22-3p	0.0093	0.0669	0.4086	-0.15	-0.23	0.79	2005, 2007
SNX21	ENST00000462307.1	sorting nexin family member 21 	343	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0260	0.1799	0.9362	-0.15	-0.15	< 0.1	NULL
C17orf96	ENST00000325814.5	chromosome 17 open reading frame 96 	19	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0253	0.1617	0.6093	-0.14	-0.14	0.48	2011
TPM3	ENST00000368531.2	tropomyosin 3 	669	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0362	0.2344	0.9734	-0.14	-0.15	0.45	2011
LRRN2	ENST00000367175.1	leucine rich repeat neuronal 2 	12	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0218	0.1480	0.6965	-0.14	-0.14	0.41	2011
DOK7	ENST00000507039.1	docking protein 7 	19	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0175	0.1246	0.7443	-0.14	-0.14	< 0.1	NULL
NRAS	ENST00000369535.4	neuroblastoma RAS viral (v-ras) oncogene homolog 	551	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0290	0.1402	0.3126	-0.14	-0.48	0.85	2011
ZNF704	ENST00000327835.3	zinc finger protein 704 	124	1	0	0	1	1	0	1	0	2	hsa-miR-22-3p	0.0245	0.1738	0.9998	-0.14	-0.15	0.49	NULL
GPR37L1	ENST00000367282.5	G protein-coupled receptor 37 like 1 	5	1	0	1	0	0	0	0	0	5	hsa-miR-22-3p	0.1095	0.6827	2.7309	-0.14	-0.14	0.44	NULL
ASB14	ENST00000487349.1	ankyrin repeat and SOCS box containing 14 	5	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0221	0.1544	0.8208	-0.14	-0.14	< 0.1	2007
PTGIS	ENST00000244043.4	prostaglandin I2 (prostacyclin) synthase 	192	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0312	0.2136	1.0919	-0.14	-0.14	0.42	NULL
SRL	ENST00000399609.3	sarcalumenin 	5	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0216	0.1514	0.8132	-0.14	-0.14	0.40	2011
SEC14L4	ENST00000381982.3	SEC14-like 4 (S. cerevisiae) 	5	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0234	0.1513	0.5861	-0.14	-0.31	0.58	NULL
RAPGEF1	ENST00000372189.3	Rap guanine nucleotide exchange factor (GEF) 1 	335	1	0	1	0	0	0	0	0	3	hsa-miR-22-3p	0.0349	0.2442	1.3655	-0.14	-0.14	0.67	2009, 2011
MMS19	ENST00000327277.7	MMS19 nucleotide excision repair homolog (S. cerevisiae) 	1062	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0319	0.2114	0.9677	-0.14	-0.14	< 0.1	NULL
TP63	ENST00000392460.3	tumor protein p63 	0	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0227	0.1578	0.8303	-0.13	-0.13	< 0.1	NULL
ARMC5	ENST00000457010.2	armadillo repeat containing 5 	376	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0388	0.2593	1.2257	-0.13	-0.13	< 0.1	NULL
MMP24	ENST00000246186.6	matrix metallopeptidase 24 (membrane-inserted) 	201	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0160	0.1130	0.6419	-0.13	-0.13	0.50	2011
SRRD	ENST00000215917.7	SRR1 domain containing 	1069	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0253	0.1415	0.4219	-0.13	-0.47	0.59	NULL
CELF1	ENST00000395290.2	CUGBP, Elav-like family member 1 	153	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0438	0.2899	1.3213	-0.13	-0.15	0.50	NULL
ZNF827	ENST00000379448.4	zinc finger protein 827 	17	1	0	0	1	1	0	0	1	1	hsa-miR-22-3p	0.0197	0.1410	0.8676	-0.13	-0.16	< 0.1	2005, 2007, 2009, 2011
FOXP1	ENST00000318789.4	forkhead box P1 	264	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0593	0.3429	1.4537	-0.13	-0.56	0.59	2007, 2009, 2011
NFIB	ENST00000397575.3	nuclear factor I/B 	1149	1	0	1	0	1	0	1	0	2	hsa-miR-22-3p	0.0233	0.1550	0.6818	-0.12	-0.16	0.66	2007, 2009, 2011
PPP1R9A	ENST00000289495.5	protein phosphatase 1, regulatory subunit 9A 	46	1	0	1	0	2*	0	0	1	0	hsa-miR-22-3p	0.0434	0.2527	0.8378	-0.12	-0.21	0.65	2009, 2011
CGNL1	ENST00000281282.5	cingulin-like 1 	25	1	0	0	1	1	0	0	1	0	hsa-miR-22-3p	0.0447	0.3104	1.6317	-0.12	-0.12	0.39	NULL
HCN4	ENST00000261917.3	hyperpolarization activated cyclic nucleotide-gated potassium channel 4 	19	1	0	1	0	2	0	2	0	2	hsa-miR-22-3p	0.0527	0.3436	1.5910	-0.12	-0.27	0.63	NULL
WFIKKN2	ENST00000311378.4	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 	10	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0090	0.0631	0.3334	-0.12	-0.12	0.43	NULL
MPPED1	ENST00000417669.2	metallophosphoesterase domain containing 1 	51	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0380	0.1629	0.3165	-0.12	-0.41	0.68	NULL
N4BP2	ENST00000261435.6	NEDD4 binding protein 2 	16	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0351	0.2297	1.0191	-0.12	-0.14	0.53	2011
POM121C	ENST00000257665.5	POM121 transmembrane nucleoporin C 	5	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0467	0.3256	1.7642	-0.12	-0.12	0.50	NULL
MAPK8IP3	ENST00000250894.4	mitogen-activated protein kinase 8 interacting protein 3 	100	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0354	0.2504	1.4259	-0.12	-0.12	0.48	2011
RGS3	ENST00000374140.2	regulator of G-protein signaling 3 	2735	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0309	0.2072	0.9848	-0.12	-0.12	0.47	2011
TCF7L2	ENST00000369386.1	transcription factor 7-like 2 (T-cell specific, HMG-box) 	650	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0124	0.0873	0.4821	-0.12	-0.12	< 0.1	NULL
PER2	ENST00000254658.3	period circadian clock 2 	106	1	0	0	1	0	0	0	0	6	hsa-miR-22-3p	0.0429	0.3082	1.8885	-0.12	-0.12	< 0.1	NULL
SORCS1	ENST00000369698.1	sortilin-related VPS10 domain containing receptor 1 	88	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0665	0.4063	1.6078	-0.12	-0.18	0.59	2009, 2011
C1orf21	ENST00000235307.6	chromosome 1 open reading frame 21 	935	2	0	1	1	2	0	2	0	2	hsa-miR-22-3p	0.0203	0.1286	0.5352	-0.12	-0.75	0.88	2009, 2011
EYA3	ENST00000373871.3	eyes absent homolog 3 (Drosophila) 	50	1	0	1	0	2	0	1	1	1	hsa-miR-22-3p	0.0449	0.3064	1.4840	-0.12	-0.12	0.54	2011
THRA	ENST00000450525.2	thyroid hormone receptor, alpha 	547	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0365	0.2211	0.7162	-0.12	-0.12	0.46	NULL
GATAD2B	ENST00000368655.4	GATA zinc finger domain containing 2B 	48	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0438	0.2424	0.6732	-0.11	-0.32	0.62	2011
FEM1B	ENST00000306917.4	fem-1 homolog b (C. elegans) 	656	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0351	0.2041	0.7612	-0.11	-0.28	0.11	NULL
DBNDD2	ENST00000372722.3	dysbindin (dystrobrevin binding protein 1) domain containing 2 	730	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0047	0.0336	0.2076	-0.11	-0.11	< 0.1	NULL
WDFY3	ENST00000322366.6	WD repeat and FYVE domain containing 3 	596	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0631	0.3648	1.2315	-0.11	-0.12	0.53	2005, 2007, 2009, 2011
CNOT1	ENST00000317147.5	CCR4-NOT transcription complex, subunit 1 	294	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0530	0.2715	0.8891	-0.11	-0.28	0.60	2011
WSCD1	ENST00000574946.1	WSC domain containing 1 	403	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0236	0.1592	0.7755	-0.11	-0.14	0.51	2009, 2011
SLC26A9	ENST00000367135.3	solute carrier family 26 (anion exchanger), member 9 	18	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0371	0.2502	1.1779	-0.11	-0.11	0.29	NULL
CDK13	ENST00000181839.4	cyclin-dependent kinase 13 	32	1	0	0	1	1	0	1	0	0	hsa-miR-22-3p	0.0429	0.3022	1.7109	-0.11	-0.19	0.51	2011
UBE2O	ENST00000319380.7	ubiquitin-conjugating enzyme E2O 	239	1	0	0	1	0	0	0	0	2	hsa-miR-22-3p	0.0342	0.2398	1.3370	-0.10	-0.10	0.52	2009, 2011
ACVR2B	ENST00000352511.4	activin A receptor, type IIB 	21	1	0	1	0	1	0	0	1	1	hsa-miR-22-3p	0.0517	0.3115	1.1350	-0.10	-0.19	0.47	2011
STYX	ENST00000354586.4	serine/threonine/tyrosine interacting protein 	250	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0544	0.1540	0.2047	-0.10	-0.55	0.88	2011
SZRD1	ENST00000401089.3	SUZ RNA binding domain containing 1 	137	1	0	1	0	2	0	1	1	1	hsa-miR-22-3p	0.0173	0.1137	0.5120	-0.10	-0.32	0.59	2009, 2011
ZNF706	ENST00000311212.4	zinc finger protein 706 	325	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0105	0.0709	0.3455	-0.10	-0.34	0.41	NULL
VASH1	ENST00000167106.4	vasohibin 1 	39	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0242	0.1637	0.7643	-0.10	-0.10	0.43	2009, 2011
MMACHC	ENST00000401061.4	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria 	128	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0163	0.0964	0.2913	-0.10	-0.25	0.43	NULL
SEMA4F	ENST00000357877.2	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F 	32	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0315	0.1811	0.6130	-0.10	-0.21	0.42	2011
CCDC71L	ENST00000523505.1	coiled-coil domain containing 71-like 	410	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0254	0.1266	0.2835	-0.10	-0.32	0.47	2011
KIAA0556	ENST00000261588.4	KIAA0556 	169	1	0	0	1	1	0	1	0	1	hsa-miR-22-3p	0.0296	0.2052	1.0544	-0.10	-0.10	0.64	2009, 2011
CLPB	ENST00000294053.3	ClpB caseinolytic peptidase B homolog (E. coli) 	476	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0420	0.2060	0.6568	-0.10	-0.34	0.66	2011
MED28	ENST00000237380.7	mediator complex subunit 28 	1483	1	0	1	0	0	0	0	0	3	hsa-miR-22-3p	0.0297	0.1621	0.5626	-0.09	-0.47	0.42	NULL
C6orf62	ENST00000378119.4	chromosome 6 open reading frame 62 	300	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0059	0.0407	0.2081	-0.09	-0.19	0.54	2005, 2007
IGF2BP1	ENST00000290341.3	insulin-like growth factor 2 mRNA binding protein 1 	460	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0523	0.3428	1.4924	-0.09	-0.14	0.51	2009, 2011
TRIM67	ENST00000444294.3	tripartite motif containing 67 	41	1	0	1	0	0	0	0	0	3	hsa-miR-22-3p	0.0504	0.3199	1.4649	-0.09	-0.17	0.45	2009, 2011
PER1	ENST00000317276.4	period circadian clock 1 	1210	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0286	0.1516	0.5061	-0.09	-0.35	0.83	NULL
PADI2	ENST00000375486.4	peptidyl arginine deiminase, type II 	11	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0171	0.1099	0.4570	-0.09	-0.21	0.31	2007, 2009, 2011
ANGEL2	ENST00000535388.1	angel homolog 2 (Drosophila) 	218	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0309	0.1674	0.5831	-0.09	-0.60	0.60	2009, 2011
PHEX	ENST00000537599.1	phosphate regulating endopeptidase homolog, X-linked 	22	1	1	0	0	1	0	0	1	0	hsa-miR-22-3p	0.0140	0.0932	0.4091	-0.09	-0.19	0.14	NULL
PDZD4	ENST00000164640.4	PDZ domain containing 4 	7	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0322	0.2240	1.1995	-0.09	-0.09	0.50	2007, 2009, 2011
ARHGAP9	ENST00000550288.1	Rho GTPase activating protein 9 	29	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0118	0.0835	0.4856	-0.09	-0.09	< 0.1	NULL
NFAT5	ENST00000354436.2	nuclear factor of activated T-cells 5, tonicity-responsive 	128	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0571	0.3057	1.0215	-0.09	-0.16	0.60	2009, 2011
TEF	ENST00000266304.4	thyrotrophic embryonic factor 	60	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0336	0.2259	1.0592	-0.09	-0.09	0.42	NULL
CD72	ENST00000396757.1	CD72 molecule 	7	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0139	0.0999	0.6133	-0.09	-0.13	< 0.1	NULL
ALDH5A1	ENST00000357578.3	aldehyde dehydrogenase 5 family, member A1 	325	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0207	0.1414	0.7027	-0.09	-0.16	0.42	2009, 2011
MED19	ENST00000337672.2	mediator complex subunit 19 	25	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0103	0.0736	0.4468	-0.09	-0.09	< 0.1	2009, 2011
ADAMTS5	ENST00000284987.5	ADAM metallopeptidase with thrombospondin type 1 motif, 5 	68	1	0	0	1	1	0	0	1	0	hsa-miR-22-3p	0.0251	0.1739	0.9213	-0.08	-0.11	0.50	2009, 2011
KIAA0247	ENST00000342745.4	KIAA0247 	161	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0167	0.1127	0.5117	-0.08	-0.08	0.50	2011
SLC2A12	ENST00000275230.5	solute carrier family 2 (facilitated glucose transporter), member 12 	136	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0404	0.2813	1.4753	-0.08	-0.34	0.41	NULL
METTL15	ENST00000342303.5	methyltransferase like 15 	17	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0124	0.0880	0.5120	-0.08	-0.08	< 0.1	NULL
EDC3	ENST00000315127.4	enhancer of mRNA decapping 3 	328	1	0	1	0	1	0	1	0	3	hsa-miR-22-3p	0.0376	0.2544	1.2232	-0.08	-0.26	0.71	2007, 2009, 2011
SH3KBP1	ENST00000397821.3	SH3-domain kinase binding protein 1 	109	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0151	0.1005	0.4450	-0.08	-0.13	0.39	2005, 2007
KMT2A	ENST00000534358.1	lysine (K)-specific methyltransferase 2A 	1092	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0901	0.5504	2.3601	-0.08	-0.08	0.31	2011
AGMAT	ENST00000375826.3	agmatine ureohydrolase (agmatinase) 	331	1	0	1	0	1	0	1	0	2	hsa-miR-22-3p	0.0188	0.1219	0.5406	-0.08	-0.40	0.45	NULL
